occupation,age,education_level,marital_status,communication_channel,call_month,call_day,call_duration,call_frequency,previous_campaign_outcome,conversion_status
business_owner,48,high_school,married,unidentified,June,11,148,4,unidentified,not_converted
retired_worker,58,elementary_school,married,mobile,August,29,76,8,unidentified,not_converted
manual_worker,45,high_school,married,mobile,August,8,201,2,unidentified,not_converted
business_owner,51,high_school,married,mobile,April,16,432,1,unsuccessful,not_converted
service_worker,44,high_school,divorced,mobile,July,31,5,3,unidentified,not_converted
retired_worker,64,elementary_school,divorced,mobile,February,17,154,1,unidentified,converted
domestic_worker,63,elementary_school,married,landline,July,8,154,1,unidentified,not_converted
manual_worker,53,elementary_school,married,unidentified,May,5,124,1,unidentified,not_converted
independent_worker,27,college,single,mobile,January,29,144,3,unidentified,not_converted
technical_specialist,49,high_school,married,unidentified,May,26,155,2,unidentified,not_converted
technical_specialist,34,high_school,single,mobile,May,6,379,2,unsuccessful,not_converted
manual_worker,30,high_school,married,mobile,April,17,191,1,unsuccessful,not_converted
administrative_staff,23,college,single,mobile,June,5,264,1,unidentified,not_converted
retired_worker,57,high_school,married,mobile,July,7,354,1,unidentified,not_converted
manual_worker,36,elementary_school,married,unidentified,June,11,81,3,unidentified,not_converted
manual_worker,53,unidentified,married,unidentified,May,29,332,2,unidentified,not_converted
executive,34,college,single,mobile,July,22,255,1,unidentified,not_converted
jobless,34,elementary_school,married,mobile,February,5,578,1,unidentified,converted
service_worker,44,high_school,married,mobile,May,11,161,1,unidentified,not_converted
technical_specialist,42,unidentified,married,landline,August,29,145,2,unidentified,not_converted
technical_specialist,60,high_school,single,mobile,July,24,205,1,unidentified,not_converted
independent_worker,53,college,divorced,mobile,January,28,201,3,unidentified,not_converted
administrative_staff,33,high_school,married,unidentified,June,20,12,3,unidentified,not_converted
executive,38,high_school,married,unidentified,July,3,515,2,unidentified,not_converted
executive,52,college,married,mobile,November,20,90,2,unidentified,not_converted
executive,31,college,married,mobile,November,20,283,1,unidentified,not_converted
manual_worker,43,high_school,divorced,mobile,May,14,149,3,unidentified,not_converted
service_worker,54,unidentified,married,mobile,February,5,686,2,other_outcome,converted
manual_worker,40,elementary_school,married,unidentified,May,15,191,4,unidentified,not_converted
service_worker,34,high_school,divorced,unidentified,May,19,343,1,unidentified,not_converted
executive,33,college,married,unidentified,May,21,228,1,unidentified,not_converted
technical_specialist,60,elementary_school,divorced,landline,July,8,58,2,unidentified,not_converted
manual_worker,25,high_school,single,mobile,July,8,687,2,unidentified,converted
service_worker,43,elementary_school,married,mobile,May,14,109,1,unsuccessful,not_converted
manual_worker,46,high_school,married,mobile,August,19,221,12,unidentified,not_converted
manual_worker,50,high_school,married,mobile,July,17,209,4,unidentified,not_converted
retired_worker,55,high_school,married,mobile,November,17,57,1,unidentified,not_converted
service_worker,43,elementary_school,married,landline,October,15,166,3,successful,converted
executive,28,high_school,single,unidentified,June,20,23,13,unidentified,not_converted
unidentified,43,unidentified,single,landline,January,28,41,1,unidentified,not_converted
executive,30,high_school,married,mobile,August,26,73,4,unidentified,not_converted
manual_worker,48,high_school,married,mobile,August,29,21,6,unidentified,not_converted
executive,35,college,divorced,mobile,November,20,392,2,successful,not_converted
manual_worker,38,elementary_school,single,unidentified,May,21,189,2,unidentified,not_converted
domestic_worker,32,elementary_school,married,mobile,February,6,129,2,unsuccessful,not_converted
domestic_worker,54,high_school,married,unidentified,June,6,371,2,unidentified,not_converted
executive,57,college,married,mobile,May,8,662,1,successful,converted
manual_worker,33,unidentified,married,mobile,November,21,195,1,unidentified,not_converted
technical_specialist,32,high_school,married,mobile,July,28,446,2,unidentified,not_converted
technical_specialist,28,high_school,single,mobile,February,3,176,2,unidentified,not_converted
technical_specialist,40,high_school,single,unidentified,May,9,73,1,unidentified,not_converted
administrative_staff,47,unidentified,married,mobile,February,26,297,1,successful,not_converted
manual_worker,42,high_school,single,mobile,May,13,951,3,unsuccessful,converted
administrative_staff,32,high_school,single,mobile,May,14,908,3,other_outcome,not_converted
service_worker,37,high_school,married,mobile,July,30,543,4,unidentified,converted
executive,27,college,single,mobile,July,8,146,1,unidentified,not_converted
executive,60,college,married,mobile,July,11,1120,2,unidentified,converted
executive,45,college,married,mobile,July,18,178,3,unidentified,not_converted
manual_worker,35,unidentified,single,mobile,February,6,117,1,unsuccessful,not_converted
jobless,26,high_school,single,mobile,June,22,113,1,unsuccessful,not_converted
independent_worker,36,high_school,single,unidentified,May,29,617,2,unidentified,not_converted
technical_specialist,32,high_school,single,mobile,July,18,243,1,unidentified,not_converted
executive,43,college,married,mobile,August,14,301,5,unidentified,not_converted
service_worker,38,high_school,married,mobile,February,12,1835,3,successful,converted
executive,34,college,married,mobile,April,30,113,1,other_outcome,not_converted
technical_specialist,33,high_school,divorced,mobile,May,15,124,3,unidentified,not_converted
executive,43,college,single,mobile,July,15,70,1,unidentified,not_converted
administrative_staff,33,high_school,single,mobile,May,18,185,1,unidentified,not_converted
manual_worker,45,elementary_school,married,mobile,November,20,841,2,unidentified,converted
manual_worker,42,high_school,divorced,mobile,July,15,419,8,unidentified,not_converted
manual_worker,49,high_school,married,unidentified,June,18,68,1,unidentified,not_converted
executive,56,college,married,mobile,July,16,156,2,unidentified,not_converted
manual_worker,40,elementary_school,married,unidentified,May,9,215,2,unidentified,not_converted
executive,41,college,single,unidentified,May,23,95,1,unidentified,not_converted
administrative_staff,29,high_school,single,mobile,July,18,264,2,unidentified,not_converted
independent_worker,34,college,married,landline,August,11,90,3,unsuccessful,not_converted
manual_worker,38,unidentified,single,landline,November,19,201,1,unidentified,not_converted
student,21,unidentified,single,mobile,June,24,288,1,unidentified,not_converted
technical_specialist,39,college,single,unidentified,June,20,32,5,unidentified,not_converted
manual_worker,40,elementary_school,married,unidentified,May,6,410,2,unidentified,not_converted
technical_specialist,51,college,divorced,mobile,August,8,334,5,unidentified,not_converted
technical_specialist,53,high_school,married,mobile,August,25,41,2,unidentified,not_converted
executive,33,college,married,unidentified,May,23,256,1,unidentified,not_converted
service_worker,51,high_school,single,mobile,November,19,69,2,unidentified,not_converted
manual_worker,29,high_school,married,mobile,July,24,267,1,unidentified,not_converted
independent_worker,36,high_school,married,mobile,November,18,199,1,unidentified,not_converted
domestic_worker,37,high_school,divorced,mobile,November,19,380,2,other_outcome,not_converted
service_worker,36,high_school,married,unidentified,May,20,26,1,unidentified,not_converted
executive,31,college,divorced,mobile,August,18,1576,8,unidentified,converted
manual_worker,48,elementary_school,married,mobile,August,13,157,6,unidentified,not_converted
manual_worker,30,high_school,married,unidentified,May,19,95,1,unidentified,not_converted
executive,30,college,married,mobile,March,26,156,1,other_outcome,not_converted
technical_specialist,39,college,married,mobile,July,30,56,9,unidentified,not_converted
executive,46,college,married,mobile,August,8,209,3,unidentified,not_converted
service_worker,52,high_school,married,mobile,October,27,113,1,unidentified,converted
service_worker,29,high_school,single,unidentified,May,20,1882,2,unidentified,converted
manual_worker,43,high_school,married,mobile,April,17,185,1,other_outcome,not_converted
manual_worker,40,elementary_school,married,unidentified,May,5,463,1,unidentified,not_converted
manual_worker,39,elementary_school,single,unidentified,June,5,138,3,unidentified,not_converted
manual_worker,42,elementary_school,married,landline,July,31,175,2,unidentified,not_converted
jobless,62,elementary_school,married,mobile,August,31,298,2,other_outcome,not_converted
business_owner,54,high_school,married,unidentified,May,15,44,3,unidentified,not_converted
jobless,35,elementary_school,married,mobile,July,24,90,1,unidentified,not_converted
executive,56,college,married,mobile,February,2,49,1,unidentified,not_converted
jobless,35,high_school,married,landline,April,14,266,3,unidentified,not_converted
manual_worker,44,high_school,married,unidentified,May,29,244,1,unidentified,not_converted
retired_worker,59,elementary_school,married,mobile,August,22,347,1,unidentified,not_converted
technical_specialist,28,high_school,single,mobile,May,14,190,2,unidentified,not_converted
technical_specialist,44,high_school,married,unidentified,June,3,94,18,unidentified,not_converted
manual_worker,46,high_school,married,unidentified,June,3,288,2,unidentified,not_converted
administrative_staff,29,high_school,single,unidentified,May,23,314,3,unidentified,not_converted
technical_specialist,48,high_school,divorced,mobile,August,7,219,2,unidentified,not_converted
technical_specialist,32,high_school,divorced,mobile,July,24,91,1,unidentified,not_converted
technical_specialist,33,college,married,mobile,November,6,178,2,successful,converted
executive,34,college,married,mobile,August,14,478,1,unidentified,not_converted
technical_specialist,37,college,divorced,mobile,April,7,436,1,unsuccessful,not_converted
technical_specialist,30,college,married,mobile,July,21,306,1,unidentified,not_converted
